institution.name	institution.code	object_number	title	production.date.start	production.date.end	physical_description	collection	description_level	dimension.free	parts_reference	object_history_note	creator	acquisition.notes	content.person.name.type	content.person.name	content.subject.type	content.subject	accruals	system_of_arrangement	access_category.notes	environmental_condition.notes	part_of_reference	part_of.title	legal status
Black Country Living Museum	1430	KEN/A/4/49	Pension Correspondence	1921	1929	"Correspondence referring to the following:No. 1: The adjustment of adult male workers in the cast iron holloware trades.No. 2: The general scheme of pensions for staff in works and offices at Archibald Kenrick & Sons Limited.No. 3: Retirement conditionsNo. 4: Pension report"	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/5	Employment Agreement	1890-09	1890-09	Document detailing the hiring of George Brown as a holloware turner for Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/50	Court Case	1914-02	1914-02	Notes on the trial at Stafford Assizes of John Swain and Horace Ridgway Clarke for arson on the premises of Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/51	Employees' Demands	1888-03	1888-03	Lit of employees' demands and the response on behalf of Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/52	Employees' Contributory Pension & Life Insurance Scheme	1948-12	1948-12	Employees' booklet on the Contributory Pension & Life Insurance Scheme set up by Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/53	Employment Agreement	1902-07	1902-07	"Memorandum of agreement between Baldwin, Son & Company (subsidiary company of Archibald Kerick & Sons Limited) and Mr. Walter Westwood for employment by Mr. Westwood as a Cold Roller.  Bundle also contains two annotated typewritten transciptions and two letters of correspondence."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/54	Employment Agreement	1890-03	1890-03	Document detailing the hiring of Stephen Abell as a holloware turner for Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/55	Employment Agreement	1890-03	1890-03	Document detailing the hiring of Joseph Edwin Hinton as a holloware turner for Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/56	Employment Agreement	1890-03	1890-03	Document detailing the hiring of Henry Dearer as a holloware turner for Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/57	Employment Agreement	1890-03	1890-03	Document detailing the hiring of Eli Walker as a holloware turner for Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/58	Employment Agreement	1890-03	1890-03	Document detailing the hiring of George Brown as a holloware turner for Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/59	Employment Agreement	1890-03	1890-03	Document detailing the hiring of Edward Franks as a holloware turner for Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/6	Employment Agreement	1907-02	1907-02	Document detailing the hiring of James Jones as an overlooker and repairer of lock making machines and tools for Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/60	Management Structure	1940	1970	Letter of correspondence regarding emloyees of Archibald Kenrick & Sons Limited eligible for the BUPA private health scheme.  List of Board of Directors and Managers attached.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/61	Redundancy Agreement	1901	1901	Copy of an agreement between Archibald Kenrick & Sons Limited and Samuel Woodward George [Powles] for the former to pay the latter £40 to cover the latter's redundancy from his position as enameller with the company.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/62	Poems	1917	1930	"Collection of poems by Fred W. Bayliss, Secretary to the Board of Directors at Archibald Kenrick & Sons Limited from 1934 to 1950."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/63	Organisation Structure	1950	1950	Documents showing staff organisation structure at Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/64	Employee Census	1949	1953	Census of people employed at Archibald Kenrick & Sons Limited and subsidiary companies (excluding travellers and branch offices).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/65	Booklet	1908	1908	Rules book for Kenrick employees who were members of the Mutual Benefit Society.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/66	Remuneration Scheme	1965-08	1965-08	A report on the remuneration scheme for trade salesmen for Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/67	Incentive Scheme	1965	1965	Report on an incentive scheme for salesmen for Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/68	Memorandum of Agreement	1918-02	1918-02	"Memorandum of Agreement between the cast-iron holloware trade section of The National Employers Federation and the Amalgamated Society of Gas, Municipal and General Workers, referring to a temporary increase in pay for skilled tradesmen for the duration of the First World War."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/69	Pensions & Wages Figures	1934	1948	"Pensions and wages information for employees of Archibald Kenrick & Sons Limited:1. Scales of pay for male and female junior office staff (no date).2. Salary scales for boys and girls from 14 to 20 entering the employ of Kenrick & Jefferson (1934).3. War wage increases (1941).4. List of employees eligible for the proposed pension scheme with the Equitable Life Assurance Society (1948).5. List of employees on 1919 pension scheme and a list of those who were not (no date).6. Revised scale of office salaries for male clerks over 21 (1946)."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/7	Employment Agreement	1890-09	1890-09	Document detailing the hiring of James Cox as a holloware turner for Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/8	Employment Agreement	1890-09	1890-09	Document detailing the hiring of Eli Walker as a holloware turner for Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/4/9	Employment Agreement	1890-03	1890-09	Document detailing the hiring of Joseph Saunders as a holloware turner for Archibald Kenrick & Sons Limited.  Document is in two parts.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/4	Employees	
Black Country Living Museum	1430	KEN/A/5	Licences	1893	1926	Material relating to licences produced by Archibald Kenrick & Sons and its subsidiary companies.	Archibald Kenrick	sub-series		KEN/A/5/1		Archibald Kenrick & Sons								Open		KEN/A	Administration Records	
Black Country Living Museum	1430	KEN/A/5/1	Licence	1926-11	1926-11	Licence for the granting of letters patent no. 250352 relating to improvements in the design of solid fuel stoves by John Thomas Hough and Charles Done of Archibald Kenrick & Sons Limited to Archibald Kenrick & Sons Limited.	Archibald Kenrick	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/5	Licences	
Black Country Living Museum	1430	KEN/A/5/2	Licence	1902-03	1902-03	"Licence granting letters patent for the making of cast iron in open hearth furnaces by Frederick Siemens to Archibald Kenrick & Sons Limited, Baldwin Son & Company Limited and The Anglo American Tin Company Limited."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/5	Licences	
Black Country Living Museum	1430	KEN/A/5/3	Licence	1925-10	1925-10	Licence for Wollaston Gas Producers (Manchester) Limited to erect and work coking machines on the premises of Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/5	Licences	
Black Country Living Museum	1430	KEN/A/5/4	Licence	1921-02	1921-02	"Licence from the Coslett Anti-Rust Syndicate Limited for Archibald Kenrick & Sons Limited to use the inventions of Thomas Watts Coslett for the prevention of oxidation and rusting (Patent Numbers: 8667, 22743 of 1909 and 28131 of 1909)."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/5	Licences	
Black Country Living Museum	1430	KEN/A/5/5	Licence	1893-01	1893-01	"Licence for Samuel Lloyd, Joseph Howard Sampson, Samuel Lloyd the Younger, Henry Howard and John Henry Lloyd to trade in co-partnership with Archibald Kenrick & Sons Limited, as iron tube manufacturers under the name of of ""Lloyd & Lloyd"" in Coombs Wood, Halesowen, Worcestershire."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/5	Licences	
Black Country Living Museum	1430	KEN/A/5/6	Licence	1898-09	1898-09	"Licence from Richard Clayton of the Cannon Holloware Company Limited for Archibald Kenrick & Sons Limited to use the invention for improvements in the covers of saucepans and other utensils for the purpose of adapting them to act as strainers to prevent them boiling over.  Also known as ""the perfect strainer cover"" (patent number: 21497)."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/5	Licences	
Black Country Living Museum	1430	KEN/A/5/7	Licence	1909-02	1909-02	Licence from Taylor Forbes Company Limited for Archibald Kenrick & Sons Limited to use the invention for improvements in and in the manufacture of boot and shoe holding appliances (later cancelled by agreement).  Document also contains a letter of correspondence.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/A/5	Licences	
Black Country Living Museum	1430	KEN/B	Financial & Accounting Records	1812	1972	Material relating to the financial & accounting activities of Archibald Kenrick & Sons and subsidiary companies.	Archibald Kenrick	series		KEN/B/1		Archibald Kenrick & Sons								Open		KEN	Archibald Kenrick & Sons Limited	
Black Country Living Museum	1430	KEN/B/1	Trade catalogue	1878	1878	Trade catalogue displaying enamelled holloware and cast metal items produced by A. Kenrick & Sons.	Archibald Kenrick & Sons	item				Archibald Kenrick & Sons								Open	Spine is missing.  In urgent need of conservation. Advise no public handling until repaired.	KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/10	Stock Ledger	1962-06	1962-06	"Stock ledger showing quantities and monetary value of Kenrick finished stock, work in progress, materials and stores."	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/100	Sales Correspondence	1923	1925	Correspondence relating to Kenrick sales and products manufactured in Brazil.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/101	Price List	1891-01	1891-01	Price list for items manufactured by Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/102	Accounts & Terms Information	1909	1912	Information contains a list of Kenrick agents in Canada with [terms of sale] for each agent and a list of the value of imports into Canada of some British goods handled by Canadian hardware and metal merchants.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/103	Trade Account Figures	1926-06	1929-06	"Trade account figures for Baldwin, Son & Company Limited (trading associate of Archibald Kenrick & Sons Limited)."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/104	Balance Sheets	1926-06	1929-06	"Balance sheets for Baldwin, Son & Company Limited (trading associate of Archibald Kenrick & Sons Limited)."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/105	Balance Sheet	1931-06	1931-06	"Balance sheet for Baldwin, Son & Company Limited (trading associate of Archibald Kenrick & Sons Limited)"	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/106	Annual Accounts	1931-06	1931-06	Annual accounts figures for Anglo Enamelware Limited (trading associate of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
